biec;biec
nabiec;biec
zabiec;biec
nadbiec;biec
odbiec;biec
podbiec;biec
przebiec;biec
obiec;biec
dobiec;biec
pobiec;biec
zapobiec;pobiec
ubiec;biec
współubiec;ubiec
wbiec;biec
wybiec;biec
przybiec;biec
zbiec;biec
rozbiec;biec
wzbiec;biec
ciec;ciec
naciec;ciec
zaciec;ciec
obciec;ciec
odciec;ciec
podciec;ciec
przeciec;ciec
ociec;ciec
dociec;ciec
pociec;ciec
uciec;ciec
wciec;ciec
wyciec;ciec
rozciec;ciec
ściec;ciec
wściec;ściec
zawściec;wściec
rozwściec;wściec
piec;piec
napiec;piec
zapiec;piec
podpiec;piec
przepiec;piec
opiec;piec
dopiec;piec
popiec;piec
spiec;piec
upiec;piec
wypiec;piec
przypiec;piec
rozpiec;piec
siec;siec
nasiec;siec
zasiec;siec
obsiec;siec
zesiec;siec
przesiec;siec
osiec;siec
dosiec;siec
posiec;siec
usiec;siec
wsiec;siec
wysiec;siec
zsiec;siec
rozsiec;siec
lec;lec
nalec;lec
zalec;lec
oblec;lec
przeoblec;oblec
przyoblec;oblec
podlec;lec
dolec;lec
polec;lec
ulec;lec
wlec;wlec
nawlec;wlec
zawlec;wlec
obwlec;wlec
odwlec;wlec
podwlec;wlec
wewlec;wlec
zewlec;wlec
przewlec;wlec
owlec;wlec
dowlec;wlec
powlec;wlec
uwlec;wlec
wwlec;wlec
wywlec;wlec
przywlec;wlec
zwlec;wlec
rozwlec;wlec
wylec;lec
przylec;lec
zlec;lec
rozlec;lec
rzec;rzec
zarzec;rzec
odrzec;rzec
przerzec;rzec
orzec;rzec
złorzec;złorzec
strzec;strzec
zastrzec;strzec
przestrzec;strzec
ostrzec;strzec
dostrzec;strzec
postrzec;strzec
spostrzec;postrzec
ustrzec;strzec
wystrzec;strzec
urzec;rzec
wyrzec;rzec
przyrzec;rzec
zrzec;rzec
żec;żec
zażec;żec
podżec;żec
przeżec;żec
wyżec;żec
przyżec;żec
zżec;żec
rozżec;żec
tłuc;tłuc
natłuc;tłuc
zatłuc;tłuc
obtłuc;tłuc
nadtłuc;tłuc
odtłuc;tłuc
przetłuc;tłuc
otłuc;tłuc
dotłuc;tłuc
potłuc;tłuc
stłuc;tłuc
utłuc;tłuc
wtłuc;tłuc
wytłuc;tłuc
przytłuc;tłuc
roztłuc;tłuc
strzyc;strzyc
nastrzyc;strzyc
zastrzyc;strzyc
obstrzyc;strzyc
podstrzyc;strzyc
zestrzyc;strzyc
ostrzyc;strzyc
postrzyc;strzyc
ustrzyc;strzyc
wystrzyc;strzyc
przystrzyc;strzyc
móc;móc
zaniemóc;niemóc
zniemóc;niemóc
rozniemóc;niemóc
przemóc;móc
niedomóc;domóc
pomóc;móc
zapomóc;pomóc
podpomóc;pomóc
przepomóc;pomóc
dopomóc;pomóc
spomóc;pomóc
wspomóc;spomóc
wymóc;móc
zmóc;móc
rozmóc;móc
wzmóc;móc
przesiąc;siąc
bać;bać
gabać;gabać
nagabać;gabać
zagabać;gabać
dziabać;dziabać
zadziabać;dziabać
obdziabać;dziabać
podziabać;dziabać
wygrabać;grabać
skrabać;skrabać
dbać;dbać
zadbać;dbać
zaniedbać;niedbać
jebać;jebać
najebać;jebać
zajebać;jebać
odjebać;jebać
podjebać;jebać
przejebać;jebać
ojebać;jebać
dojebać;jebać
pojebać;jebać
ujebać;jebać
wjebać;jebać
wyjebać;jebać
przyjebać;jebać
zjebać;jebać
rozjebać;jebać
kolebać;kolebać
zakolebać;kolebać
pokolebać;kolebać
rozkolebać;kolebać
grzebać;grzebać
zagrzebać;grzebać
odgrzebać;grzebać
przegrzebać;grzebać
dogrzebać;grzebać
pogrzebać;grzebać
wgrzebać;grzebać
wygrzebać;grzebać
zgrzebać;grzebać
rozgrzebać;grzebać
przebać;bać
ścibać;ścibać
gibać;gibać
wygibać;gibać
bimbać;bimbać
zabimbać;bimbać
przebimbać;bimbać
pobimbać;bimbać
nabombać;bombać
podobać;podobać
odpodobać;podobać
spodobać;podobać
upodobać;podobać
przypodobać;podobać
dziobać;dziobać
zadziobać;dziobać
obdziobać;dziobać
naddziobać;dziobać
oddziobać;dziobać
podziobać;dziobać
udziobać;dziobać
wydziobać;dziobać
zdziobać;dziobać
rozdziobać;dziobać
pobać;bać
skrobać;skrobać
naskrobać;skrobać
zaskrobać;skrobać
obskrobać;skrobać
odskrobać;skrobać
podskrobać;skrobać
zeskrobać;skrobać
przeskrobać;skrobać
oskrobać;skrobać
doskrobać;skrobać
poskrobać;skrobać
uskrobać;skrobać
wskrobać;skrobać
wyskrobać;skrobać
siorbać;siorbać
wysiorbać;siorbać
ubać;bać
ściubać;ściubać
skubać;skubać
naskubać;skubać
obskubać;skubać
nadskubać;skubać
podskubać;skubać
zeskubać;skubać
przeskubać;skubać
oskubać;skubać
poskubać;skubać
uskubać;skubać
wyskubać;skubać
rozskubać;skubać
dłubać;dłubać
nadłubać;dłubać
obdłubać;dłubać
oddłubać;dłubać
podłubać;dłubać
wydłubać;dłubać
rozdłubać;dłubać
dybać;dybać
nadybać;dybać
gdybać;gdybać
pogdybać;gdybać
udybać;dybać
przydybać;dybać
zdybać;dybać
chybać;chybać
pochybać;chybać
wychybać;chybać
przychybać;chybać
przyskrzybać;skrzybać
dzióbać;dzióbać
zadzióbać;dzióbać
podzióbać;dzióbać
udzióbać;dzióbać
wydzióbać;dzióbać
zdzióbać;dzióbać
rozdzióbać;dzióbać
rąbać;rąbać
narąbać;rąbać
zarąbać;rąbać
obrąbać;rąbać
nadrąbać;rąbać
odrąbać;rąbać
podrąbać;rąbać
przerąbać;rąbać
porąbać;rąbać
urąbać;rąbać
wrąbać;rąbać
wyrąbać;rąbać
zrąbać;rąbać
rozrąbać;rąbać
przekabacać;kabacać
wycacać;cacać
nawilgacać;wilgacać
zawilgacać;wilgacać
odwilgacać;wilgacać
ogacać;gacać
ubogacać;bogacać
zbogacać;bogacać
wzbogacać;bogacać
powzbogacać;wzbogacać
zmechacać;mechacać
podochacać;ochacać
wydelikacać;delikacać
rozdelikacać;delikacać
macać;macać
namacać;macać
obmacać;macać
podmacać;macać
przemacać;macać
omacać;macać
domacać;macać
pomacać;macać
wymacać;macać
zmacać;macać
zeszmacać;szmacać
pacać;pacać
zapacać;pacać
przepacać;pacać
wypacać;pacać
obracać;racać
naobracać;obracać
poobracać;obracać
wyobracać;obracać
osieracać;sieracać
zagracać;gracać
skracać;kracać
poskracać;skracać
ukracać;kracać
przykracać;kracać
skamracać;skamracać
zatracać;tracać
pozatracać;zatracać
obtracać;tracać
przetracać;tracać
dotracać;tracać
utracać;tracać
wytracać;tracać
powytracać;wytracać
roztracać;tracać
wracać;wracać
nawracać;wracać
zawracać;wracać
nazawracać;zawracać;wracać
pozawracać;zawracać;wracać
odwracać;wracać
poodwracać;odwracać;wracać
podwracać;wracać
przewracać;wracać
poprzewracać;przewracać;wracać
powracać;wracać
popowracać;powracać;wracać
wywracać;wracać
powywracać;wywracać
przywracać;wracać
zwracać;wracać
pozwracać;zwracać
spowinowacać;spowinowacać
ogałacać;gałacać
omłacać;młacać
domłacać;młacać
wymłacać;młacać
powymłacać;wymłacać
ogołacać;gołacać
pozapłacać;zapłacać
nadpłacać;płacać
przedpłacać;płacać
odpłacać;płacać
przepłacać;płacać
opłacać;płacać
naopłacać;opłacać
dopłacać;płacać
popłacać;płacać
spłacać;płacać
pospłacać;spłacać
upłacać;płacać
wpłacać;płacać
wypłacać;płacać
powypłacać;wypłacać
przypłacać;płacać
rozpłacać;płacać
odzłacać;złacać
ozłacać;złacać
poozłacać;ozłacać
pozłacać;złacać
uzłacać;złacać
wyzłacać;złacać
rozzłacać;złacać
obiecać;obiecać
przyobiecać;obiecać
zaśmiecać;śmiecać
odśmiecać;śmiecać
naniecać;niecać
zaniecać;niecać
podniecać;niecać
rozniecać;niecać
wzniecać;niecać
nawzniecać;wzniecać
powzniecać;wzniecać
zaśniecać;zaśniecać
zakwiecać;kwiecać
okwiecać;kwiecać
ukwiecać;kwiecać
rozkwiecać;kwiecać
zaświecać;świecać
pozaświecać;zaświecać
obświecać;świecać
odświecać;świecać
przeświecać;świecać
oświecać;świecać
uświecać;świecać
wświecać;świecać
wyświecać;świecać
przyświecać;świecać
rozświecać;świecać
porozświecać;rozświecać
zalecać;lecać
pozalecać;zalecać
sklecać;sklecać
posklecać;sklecać
polecać;lecać
zlecać;lecać
pozlecać;zlecać
zaszpecać;szpecać
zeszpecać;szpecać
oszpecać;szpecać
odszlachcać;szlachcać
uszlachcać;szlachcać
wyszlachcać;szlachcać
wypichcać;pichcać
urozmaicać;rozmaicać
kicać;kicać
pokicać;kicać
przykicać;kicać
ujednolicać;jednolicać
ubrylancać;brylancać
odwilgocać;wilgocać
odochocać;ochocać
osierocać;sierocać
okopcać;kopcać
uśmiercać;śmiercać
nawiercać;wiercać
ponawiercać;nawiercać
przedwiercać;wiercać
odwiercać;wiercać
przewiercać;wiercać
poprzewiercać;przewiercać
dowiercać;wiercać
uwiercać;wiercać
wwiercać;wiercać
wywiercać;wiercać
powywiercać;wywiercać
rozwiercać;wiercać
porozwiercać;rozwiercać
ocucać;cucać
docucać;cucać
kucać;kucać
ukucać;kucać
przykucać;kucać
zabałamucać;bałamucać
odbałamucać;bałamucać
obałamucać;bałamucać
zasmucać;smucać
osmucać;smucać
dosmucać;smucać
donucać;nucać
przynucać;nucać
pucać;pucać
zrucać;rucać
rzucać;rzucać
narzucać;rzucać
ponarzucać;narzucać
zarzucać;rzucać
pozarzucać;zarzucać
obrzucać;rzucać
poobrzucać;obrzucać
odrzucać;rzucać
poodrzucać;odrzucać
podrzucać;rzucać
przerzucać;rzucać
naprzerzucać;przerzucać
poprzerzucać;przerzucać
orzucać;rzucać
dorzucać;rzucać
porzucać;rzucać
poporzucać;porzucać
wrzucać;rzucać
nawrzucać;wrzucać
powrzucać;wrzucać
wyrzucać;rzucać
powyrzucać;wyrzucać
przyrzucać;rzucać
zrzucać;rzucać
nazrzucać;zrzucać
pozrzucać;zrzucać
rozrzucać;rzucać
porozrzucać;rozrzucać
hycać;hycać
chycać;chycać
kycać;kycać
przemycać;mycać
wmycać;mycać
nasycać;sycać
zasycać;sycać
podsycać;sycać
przesycać;sycać
dosycać;sycać
wysycać;sycać
zachwycać;chwycać
